1.+1.i    1.+2.i    1.+3.i    1.+4.i    1.+5.i    1.+6.i    1.+7.i    1.+8.i    1.+9.i    1.+10.i    1.+11.i    1.+12.i    1.+13.i    1.+14.i    1.+15.i    1.+16.i    1.+17.i    1.+18.i    1.+19.i    1.+20.i    1.+21.i    1.+22.i    1.+23.i    1.+24.i    1.+25.i    1.+26.i    1.+27.i    1.+28.i    1.+29.i    1.+30.i    1.+31.i    1.+32.i    1.+33.i    1.+34.i    1.+35.i    1.+36.i    1.+37.i    1.+38.i    1.+39.i    1.+40.i    1.+41.i    1.+42.i    1.+43.i    1.+44.i    1.+45.i    1.+46.i    1.+47.i    1.+48.i    1.+49.i    1.+50.i    1.+51.i    1.+52.i    1.+53.i    1.+54.i    1.+55.i    1.+56.i    1.+57.i    1.+58.i    1.+59.i    1.+60.i    1.+61.i    1.+62.i    1.+63.i    1.+64.i    1.+65.i    1.+66.i    1.+67.i    1.+68.i    1.+69.i    1.+70.i    1.+71.i    1.+72.i    1.+73.i    1.+74.i    1.+75.i    1.+76.i    1.+77.i    1.+78.i    1.+79.i    1.+80.i    1.+81.i    1.+82.i    1.+83.i    1.+84.i    1.+85.i    1.+86.i    1.+87.i    1.+88.i    1.+89.i    1.+90.i    1.+91.i    1.+92.i    1.+93.i    1.+94.i    1.+95.i    1.+96.i    1.+97.i    1.+98.i    1.+99.i    1.+100.i
88.+1.i    88.+2.i    88.+3.i    88.+4.i    88.+5.i    88.+6.i    88.+7.i    88.+8.i    88.+9.i    88.+10.i    88.+11.i    88.+12.i    88.+13.i    88.+14.i    88.+15.i    88.+16.i    88.+17.i    88.+18.i    88.+19.i    88.+20.i    88.+21.i    88.+22.i    88.+23.i    88.+24.i    88.+25.i    88.+26.i    88.+27.i    88.+28.i    88.+29.i    88.+30.i    88.+31.i    88.+32.i    88.+33.i    88.+34.i    88.+35.i    88.+36.i    88.+37.i    88.+38.i    88.+39.i    88.+40.i    88.+41.i    88.+42.i    88.+43.i    88.+44.i    88.+45.i    88.+46.i    88.+47.i    88.+48.i    88.+49.i    88.+50.i    88.+51.i    88.+52.i    88.+53.i    88.+54.i    88.+55.i    88.+56.i    88.+57.i    88.+58.i    88.+59.i    88.+60.i    88.+61.i    88.+62.i    88.+63.i    88.+64.i    88.+65.i    88.+66.i    88.+67.i    88.+68.i    88.+69.i    88.+70.i    88.+71.i    88.+72.i    88.+73.i    88.+74.i    88.+75.i    88.+76.i    88.+77.i    88.+78.i    88.+79.i    88.+80.i    88.+81.i    88.+82.i    88.+83.i    88.+84.i    88.+85.i    88.+86.i    88.+87.i    88.+88.i    88.+89.i    88.+90.i    88.+91.i    88.+92.i    88.+93.i    88.+94.i    88.+95.i    88.+96.i    88.+97.i    88.+98.i    88.+99.i    88.+100.i
89.+1.i    89.+2.i    89.+3.i    89.+4.i    89.+5.i    89.+6.i    89.+7.i    89.+8.i    89.+9.i    89.+10.i    89.+11.i    89.+12.i    89.+13.i    89.+14.i    89.+15.i    89.+16.i    89.+17.i    89.+18.i    89.+19.i    89.+20.i    89.+21.i    89.+22.i    89.+23.i    89.+24.i    89.+25.i    89.+26.i    89.+27.i    89.+28.i    89.+29.i    89.+30.i    89.+31.i    89.+32.i    89.+33.i    89.+34.i    89.+35.i    89.+36.i    89.+37.i    89.+38.i    89.+39.i    89.+40.i    89.+41.i    89.+42.i    89.+43.i    89.+44.i    89.+45.i    89.+46.i    89.+47.i    89.+48.i    89.+49.i    89.+50.i    89.+51.i    89.+52.i    89.+53.i    89.+54.i    89.+55.i    89.+56.i    89.+57.i    89.+58.i    89.+59.i    89.+60.i    89.+61.i    89.+62.i    89.+63.i    89.+64.i    89.+65.i    89.+66.i    89.+67.i    89.+68.i    89.+69.i    89.+70.i    89.+71.i    89.+72.i    89.+73.i    89.+74.i    89.+75.i    89.+76.i    89.+77.i    89.+78.i    89.+79.i    89.+80.i    89.+81.i    89.+82.i    89.+83.i    89.+84.i    89.+85.i    89.+86.i    89.+87.i    89.+88.i    89.+89.i    89.+90.i    89.+91.i    89.+92.i    89.+93.i    89.+94.i    89.+95.i    89.+96.i    89.+97.i    89.+98.i    89.+99.i    89.+100.i
90.+1.i    90.+2.i    90.+3.i    90.+4.i    90.+5.i    90.+6.i    90.+7.i    90.+8.i    90.+9.i    90.+10.i    90.+11.i    90.+12.i    90.+13.i    90.+14.i    90.+15.i    90.+16.i    90.+17.i    90.+18.i    90.+19.i    90.+20.i    90.+21.i    90.+22.i    90.+23.i    90.+24.i    90.+25.i    90.+26.i    90.+27.i    90.+28.i    90.+29.i    90.+30.i    90.+31.i    90.+32.i    90.+33.i    90.+34.i    90.+35.i    90.+36.i    90.+37.i    90.+38.i    90.+39.i    90.+40.i    90.+41.i    90.+42.i    90.+43.i    90.+44.i    90.+45.i    90.+46.i    90.+47.i    90.+48.i    90.+49.i    90.+50.i    90.+51.i    90.+52.i    90.+53.i    90.+54.i    90.+55.i    90.+56.i    90.+57.i    90.+58.i    90.+59.i    90.+60.i    90.+61.i    90.+62.i    90.+63.i    90.+64.i    90.+65.i    90.+66.i    90.+67.i    90.+68.i    90.+69.i    90.+70.i    90.+71.i    90.+72.i    90.+73.i    90.+74.i    90.+75.i    90.+76.i    90.+77.i    90.+78.i    90.+79.i    90.+80.i    90.+81.i    90.+82.i    90.+83.i    90.+84.i    90.+85.i    90.+86.i    90.+87.i    90.+88.i    90.+89.i    90.+90.i    90.+91.i    90.+92.i    90.+93.i    90.+94.i    90.+95.i    90.+96.i    90.+97.i    90.+98.i    90.+99.i    90.+100.i
91.+1.i    91.+2.i    91.+3.i    91.+4.i    91.+5.i    91.+6.i    91.+7.i    91.+8.i    91.+9.i    91.+10.i    91.+11.i    91.+12.i    91.+13.i    91.+14.i    91.+15.i    91.+16.i    91.+17.i    91.+18.i    91.+19.i    91.+20.i    91.+21.i    91.+22.i    91.+23.i    91.+24.i    91.+25.i    91.+26.i    91.+27.i    91.+28.i    91.+29.i    91.+30.i    91.+31.i    91.+32.i    91.+33.i    91.+34.i    91.+35.i    91.+36.i    91.+37.i    91.+38.i    91.+39.i    91.+40.i    91.+41.i    91.+42.i    91.+43.i    91.+44.i    91.+45.i    91.+46.i    91.+47.i    91.+48.i    91.+49.i    91.+50.i    91.+51.i    91.+52.i    91.+53.i    91.+54.i    91.+55.i    91.+56.i    91.+57.i    91.+58.i    91.+59.i    91.+60.i    91.+61.i    91.+62.i    91.+63.i    91.+64.i    91.+65.i    91.+66.i    91.+67.i    91.+68.i    91.+69.i    91.+70.i    91.+71.i    91.+72.i    91.+73.i    91.+74.i    91.+75.i    91.+76.i    91.+77.i    91.+78.i    91.+79.i    91.+80.i    91.+81.i    91.+82.i    91.+83.i    91.+84.i    91.+85.i    91.+86.i    91.+87.i    91.+88.i    91.+89.i    91.+90.i    91.+91.i    91.+92.i    91.+93.i    91.+94.i    91.+95.i    91.+96.i    91.+97.i    91.+98.i    91.+99.i    91.+100.i
92.+1.i    92.+2.i    92.+3.i    92.+4.i    92.+5.i    92.+6.i    92.+7.i    92.+8.i    92.+9.i    92.+10.i    92.+11.i    92.+12.i    92.+13.i    92.+14.i    92.+15.i    92.+16.i    92.+17.i    92.+18.i    92.+19.i    92.+20.i    92.+21.i    92.+22.i    92.+23.i    92.+24.i    92.+25.i    92.+26.i    92.+27.i    92.+28.i    92.+29.i    92.+30.i    92.+31.i    92.+32.i    92.+33.i    92.+34.i    92.+35.i    92.+36.i    92.+37.i    92.+38.i    92.+39.i    92.+40.i    92.+41.i    92.+42.i    92.+43.i    92.+44.i    92.+45.i    92.+46.i    92.+47.i    92.+48.i    92.+49.i    92.+50.i    92.+51.i    92.+52.i    92.+53.i    92.+54.i    92.+55.i    92.+56.i    92.+57.i    92.+58.i    92.+59.i    92.+60.i    92.+61.i    92.+62.i    92.+63.i    92.+64.i    92.+65.i    92.+66.i    92.+67.i    92.+68.i    92.+69.i    92.+70.i    92.+71.i    92.+72.i    92.+73.i    92.+74.i    92.+75.i    92.+76.i    92.+77.i    92.+78.i    92.+79.i    92.+80.i    92.+81.i    92.+82.i    92.+83.i    92.+84.i    92.+85.i    92.+86.i    92.+87.i    92.+88.i    92.+89.i    92.+90.i    92.+91.i    92.+92.i    92.+93.i    92.+94.i    92.+95.i    92.+96.i    92.+97.i    92.+98.i    92.+99.i    92.+100.i
93.+1.i    93.+2.i    93.+3.i    93.+4.i    93.+5.i    93.+6.i    93.+7.i    93.+8.i    93.+9.i    93.+10.i    93.+11.i    93.+12.i    93.+13.i    93.+14.i    93.+15.i    93.+16.i    93.+17.i    93.+18.i    93.+19.i    93.+20.i    93.+21.i    93.+22.i    93.+23.i    93.+24.i    93.+25.i    93.+26.i    93.+27.i    93.+28.i    93.+29.i    93.+30.i    93.+31.i    93.+32.i    93.+33.i    93.+34.i    93.+35.i    93.+36.i    93.+37.i    93.+38.i    93.+39.i    93.+40.i    93.+41.i    93.+42.i    93.+43.i    93.+44.i    93.+45.i    93.+46.i    93.+47.i    93.+48.i    93.+49.i    93.+50.i    93.+51.i    93.+52.i    93.+53.i    93.+54.i    93.+55.i    93.+56.i    93.+57.i    93.+58.i    93.+59.i    93.+60.i    93.+61.i    93.+62.i    93.+63.i    93.+64.i    93.+65.i    93.+66.i    93.+67.i    93.+68.i    93.+69.i    93.+70.i    93.+71.i    93.+72.i    93.+73.i    93.+74.i    93.+75.i    93.+76.i    93.+77.i    93.+78.i    93.+79.i    93.+80.i    93.+81.i    93.+82.i    93.+83.i    93.+84.i    93.+85.i    93.+86.i    93.+87.i    93.+88.i    93.+89.i    93.+90.i    93.+91.i    93.+92.i    93.+93.i    93.+94.i    93.+95.i    93.+96.i    93.+97.i    93.+98.i    93.+99.i    93.+100.i
94.+1.i    94.+2.i    94.+3.i    94.+4.i    94.+5.i    94.+6.i    94.+7.i    94.+8.i    94.+9.i    94.+10.i    94.+11.i    94.+12.i    94.+13.i    94.+14.i    94.+15.i    94.+16.i    94.+17.i    94.+18.i    94.+19.i    94.+20.i    94.+21.i    94.+22.i    94.+23.i    94.+24.i    94.+25.i    94.+26.i    94.+27.i    94.+28.i    94.+29.i    94.+30.i    94.+31.i    94.+32.i    94.+33.i    94.+34.i    94.+35.i    94.+36.i    94.+37.i    94.+38.i    94.+39.i    94.+40.i    94.+41.i    94.+42.i    94.+43.i    94.+44.i    94.+45.i    94.+46.i    94.+47.i    94.+48.i    94.+49.i    94.+50.i    94.+51.i    94.+52.i    94.+53.i    94.+54.i    94.+55.i    94.+56.i    94.+57.i    94.+58.i    94.+59.i    94.+60.i    94.+61.i    94.+62.i    94.+63.i    94.+64.i    94.+65.i    94.+66.i    94.+67.i    94.+68.i    94.+69.i    94.+70.i    94.+71.i    94.+72.i    94.+73.i    94.+74.i    94.+75.i    94.+76.i    94.+77.i    94.+78.i    94.+79.i    94.+80.i    94.+81.i    94.+82.i    94.+83.i    94.+84.i    94.+85.i    94.+86.i    94.+87.i    94.+88.i    94.+89.i    94.+90.i    94.+91.i    94.+92.i    94.+93.i    94.+94.i    94.+95.i    94.+96.i    94.+97.i    94.+98.i    94.+99.i    94.+100.i
95.+1.i    95.+2.i    95.+3.i    95.+4.i    95.+5.i    95.+6.i    95.+7.i    95.+8.i    95.+9.i    95.+10.i    95.+11.i    95.+12.i    95.+13.i    95.+14.i    95.+15.i    95.+16.i    95.+17.i    95.+18.i    95.+19.i    95.+20.i    95.+21.i    95.+22.i    95.+23.i    95.+24.i    95.+25.i    95.+26.i    95.+27.i    95.+28.i    95.+29.i    95.+30.i    95.+31.i    95.+32.i    95.+33.i    95.+34.i    95.+35.i    95.+36.i    95.+37.i    95.+38.i    95.+39.i    95.+40.i    95.+41.i    95.+42.i    95.+43.i    95.+44.i    95.+45.i    95.+46.i    95.+47.i    95.+48.i    95.+49.i    95.+50.i    95.+51.i    95.+52.i    95.+53.i    95.+54.i    95.+55.i    95.+56.i    95.+57.i    95.+58.i    95.+59.i    95.+60.i    95.+61.i    95.+62.i    95.+63.i    95.+64.i    95.+65.i    95.+66.i    95.+67.i    95.+68.i    95.+69.i    95.+70.i    95.+71.i    95.+72.i    95.+73.i    95.+74.i    95.+75.i    95.+76.i    95.+77.i    95.+78.i    95.+79.i    95.+80.i    95.+81.i    95.+82.i    95.+83.i    95.+84.i    95.+85.i    95.+86.i    95.+87.i    95.+88.i    95.+89.i    95.+90.i    95.+91.i    95.+92.i    95.+93.i    95.+94.i    95.+95.i    95.+96.i    95.+97.i    95.+98.i    95.+99.i    95.+100.i
96.+1.i    96.+2.i    96.+3.i    96.+4.i    96.+5.i    96.+6.i    96.+7.i    96.+8.i    96.+9.i    96.+10.i    96.+11.i    96.+12.i    96.+13.i    96.+14.i    96.+15.i    96.+16.i    96.+17.i    96.+18.i    96.+19.i    96.+20.i    96.+21.i    96.+22.i    96.+23.i    96.+24.i    96.+25.i    96.+26.i    96.+27.i    96.+28.i    96.+29.i    96.+30.i    96.+31.i    96.+32.i    96.+33.i    96.+34.i    96.+35.i    96.+36.i    96.+37.i    96.+38.i    96.+39.i    96.+40.i    96.+41.i    96.+42.i    96.+43.i    96.+44.i    96.+45.i    96.+46.i    96.+47.i    96.+48.i    96.+49.i    96.+50.i    96.+51.i    96.+52.i    96.+53.i    96.+54.i    96.+55.i    96.+56.i    96.+57.i    96.+58.i    96.+59.i    96.+60.i    96.+61.i    96.+62.i    96.+63.i    96.+64.i    96.+65.i    96.+66.i    96.+67.i    96.+68.i    96.+69.i    96.+70.i    96.+71.i    96.+72.i    96.+73.i    96.+74.i    96.+75.i    96.+76.i    96.+77.i    96.+78.i    96.+79.i    96.+80.i    96.+81.i    96.+82.i    96.+83.i    96.+84.i    96.+85.i    96.+86.i    96.+87.i    96.+88.i    96.+89.i    96.+90.i    96.+91.i    96.+92.i    96.+93.i    96.+94.i    96.+95.i    96.+96.i    96.+97.i    96.+98.i    96.+99.i    96.+100.i
97.+1.i    97.+2.i    97.+3.i    97.+4.i    97.+5.i    97.+6.i    97.+7.i    97.+8.i    97.+9.i    97.+10.i    97.+11.i    97.+12.i    97.+13.i    97.+14.i    97.+15.i    97.+16.i    97.+17.i    97.+18.i    97.+19.i    97.+20.i    97.+21.i    97.+22.i    97.+23.i    97.+24.i    97.+25.i    97.+26.i    97.+27.i    97.+28.i    97.+29.i    97.+30.i    97.+31.i    97.+32.i    97.+33.i    97.+34.i    97.+35.i    97.+36.i    97.+37.i    97.+38.i    97.+39.i    97.+40.i    97.+41.i    97.+42.i    97.+43.i    97.+44.i    97.+45.i    97.+46.i    97.+47.i    97.+48.i    97.+49.i    97.+50.i    97.+51.i    97.+52.i    97.+53.i    97.+54.i    97.+55.i    97.+56.i    97.+57.i    97.+58.i    97.+59.i    97.+60.i    97.+61.i    97.+62.i    97.+63.i    97.+64.i    97.+65.i    97.+66.i    97.+67.i    97.+68.i    97.+69.i    97.+70.i    97.+71.i    97.+72.i    97.+73.i    97.+74.i    97.+75.i    97.+76.i    97.+77.i    97.+78.i    97.+79.i    97.+80.i    97.+81.i    97.+82.i    97.+83.i    97.+84.i    97.+85.i    97.+86.i    97.+87.i    97.+88.i    97.+89.i    97.+90.i    97.+91.i    97.+92.i    97.+93.i    97.+94.i    97.+95.i    97.+96.i    97.+97.i    97.+98.i    97.+99.i    97.+100.i
98.+1.i    98.+2.i    98.+3.i    98.+4.i    98.+5.i    98.+6.i    98.+7.i    98.+8.i    98.+9.i    98.+10.i    98.+11.i    98.+12.i    98.+13.i    98.+14.i    98.+15.i    98.+16.i    98.+17.i    98.+18.i    98.+19.i    98.+20.i    98.+21.i    98.+22.i    98.+23.i    98.+24.i    98.+25.i    98.+26.i    98.+27.i    98.+28.i    98.+29.i    98.+30.i    98.+31.i    98.+32.i    98.+33.i    98.+34.i    98.+35.i    98.+36.i    98.+37.i    98.+38.i    98.+39.i    98.+40.i    98.+41.i    98.+42.i    98.+43.i    98.+44.i    98.+45.i    98.+46.i    98.+47.i    98.+48.i    98.+49.i    98.+50.i    98.+51.i    98.+52.i    98.+53.i    98.+54.i    98.+55.i    98.+56.i    98.+57.i    98.+58.i    98.+59.i    98.+60.i    98.+61.i    98.+62.i    98.+63.i    98.+64.i    98.+65.i    98.+66.i    98.+67.i    98.+68.i    98.+69.i    98.+70.i    98.+71.i    98.+72.i    98.+73.i    98.+74.i    98.+75.i    98.+76.i    98.+77.i    98.+78.i    98.+79.i    98.+80.i    98.+81.i    98.+82.i    98.+83.i    98.+84.i    98.+85.i    98.+86.i    98.+87.i    98.+88.i    98.+89.i    98.+90.i    98.+91.i    98.+92.i    98.+93.i    98.+94.i    98.+95.i    98.+96.i    98.+97.i    98.+98.i    98.+99.i    98.+100.i
99.+1.i    99.+2.i    99.+3.i    99.+4.i    99.+5.i    99.+6.i    99.+7.i    99.+8.i    99.+9.i    99.+10.i    99.+11.i    99.+12.i    99.+13.i    99.+14.i    99.+15.i    99.+16.i    99.+17.i    99.+18.i    99.+19.i    99.+20.i    99.+21.i    99.+22.i    99.+23.i    99.+24.i    99.+25.i    99.+26.i    99.+27.i    99.+28.i    99.+29.i    99.+30.i    99.+31.i    99.+32.i    99.+33.i    99.+34.i    99.+35.i    99.+36.i    99.+37.i    99.+38.i    99.+39.i    99.+40.i    99.+41.i    99.+42.i    99.+43.i    99.+44.i    99.+45.i    99.+46.i    99.+47.i    99.+48.i    99.+49.i    99.+50.i    99.+51.i    99.+52.i    99.+53.i    99.+54.i    99.+55.i    99.+56.i    99.+57.i    99.+58.i    99.+59.i    99.+60.i    99.+61.i    99.+62.i    99.+63.i    99.+64.i    99.+65.i    99.+66.i    99.+67.i    99.+68.i    99.+69.i    99.+70.i    99.+71.i    99.+72.i    99.+73.i    99.+74.i    99.+75.i    99.+76.i    99.+77.i    99.+78.i    99.+79.i    99.+80.i    99.+81.i    99.+82.i    99.+83.i    99.+84.i    99.+85.i    99.+86.i    99.+87.i    99.+88.i    99.+89.i    99.+90.i    99.+91.i    99.+92.i    99.+93.i    99.+94.i    99.+95.i    99.+96.i    99.+97.i    99.+98.i    99.+99.i    99.+100.i
100.+1.i    100.+2.i    100.+3.i    100.+4.i    100.+5.i    100.+6.i    100.+7.i    100.+8.i    100.+9.i    100.+10.i    100.+11.i    100.+12.i    100.+13.i    100.+14.i    100.+15.i    100.+16.i    100.+17.i    100.+18.i    100.+19.i    100.+20.i    100.+21.i    100.+22.i    100.+23.i    100.+24.i    100.+25.i    100.+26.i    100.+27.i    100.+28.i    100.+29.i    100.+30.i    100.+31.i    100.+32.i    100.+33.i    100.+34.i    100.+35.i    100.+36.i    100.+37.i    100.+38.i    100.+39.i    100.+40.i    100.+41.i    100.+42.i    100.+43.i    100.+44.i    100.+45.i    100.+46.i    100.+47.i    100.+48.i    100.+49.i    100.+50.i    100.+51.i    100.+52.i    100.+53.i    100.+54.i    100.+55.i    100.+56.i    100.+57.i    100.+58.i    100.+59.i    100.+60.i    100.+61.i    100.+62.i    100.+63.i    100.+64.i    100.+65.i    100.+66.i    100.+67.i    100.+68.i    100.+69.i    100.+70.i    100.+71.i    100.+72.i    100.+73.i    100.+74.i    100.+75.i    100.+76.i    100.+77.i    100.+78.i    100.+79.i    100.+80.i    100.+81.i    100.+82.i    100.+83.i    100.+84.i    100.+85.i    100.+86.i    100.+87.i    100.+88.i    100.+89.i    100.+90.i    100.+91.i    100.+92.i    100.+93.i    100.+94.i    100.+95.i    100.+96.i    100.+97.i    100.+98.i    100.+99.i    100.+100.i
